,Dist Name,prec_grow_av,prec_harvest_av,et_grow_av,et_harvest_av,maxT_grow_av,maxT_harvest_av,minT_grow_av,minT_harvest_av,windspeed_grow_av,windspeed_harvest_av,runoff_grow_av,runoff_harvest_av,KM5_clusterN_(maxT_growth_maxT_harvest)
572,Guna,178.34492307692307,7.163461538461539,101.0633846153846,22.46269230769231,32.94507692307693,28.861346153846153,23.668615384615386,11.651730769230769,1.648876923076923,0.8713269230769232,67.80607692307692,0.35500000000000004,1
598,Datia,169.47223076923078,3.368076923076924,107.32907692307694,30.05576923076923,34.48869230769231,27.43326923076923,25.295384615384613,10.764038461538462,1.4323307692307692,0.5732115384615384,43.75407692307692,0.16346153846153844,1
624,Morena,154.3755384615385,3.3246153846153845,101.52546153846151,26.97038461538462,34.27476923076923,27.434038461538464,25.664153846153848,10.708653846153847,1.4644384615384618,0.6704423076923077,37.02907692307693,0.1628846153846154,1
650,Bhind,156.86153846153843,3.405384615384615,104.05199999999999,27.627115384615387,34.49376923076923,27.26038461538462,25.85153846153846,10.884423076923078,1.416792307692308,0.6205192307692309,35.46530769230769,0.16903846153846153,1
676,Indore,202.767,4.42375,106.9345,35.11375,31.00825,29.027500000000003,22.0135,12.497499999999999,2.3583250000000002,1.1944375,77.83274999999999,0.218125,0
684,Ratlam,189.04958333333335,3.7533333333333334,102.8195,20.980833333333333,31.853916666666663,29.480208333333326,23.103083333333334,13.59875,2.1624999999999996,1.1055625,76.05533333333334,0.18291666666666664,1
708,Ujjain,160.8548,5.712,99.6808,21.915,31.678800000000003,28.76,22.696800000000003,12.828999999999999,2.23724,1.2167999999999999,51.388,0.28600000000000003,1
713,Mandsaur,175.73375,3.454375,100.25175,17.609375,32.4665,28.656875,23.662750000000003,12.66625,2.196025,1.1306250000000002,66.80825,0.171875,1
721,Dewas,198.59064,7.1788,106.21679999999998,36.108,32.02432,29.874399999999994,23.01495999999999,13.239,2.160512,1.1156000000000004,74.46936000000001,0.35660000000000003,0
746,Dhar,168.38280000000003,4.9486,105.66192000000001,30.790800000000004,32.12384,30.703199999999995,23.101439999999997,13.859599999999999,2.2673840000000003,1.1205800000000001,47.51432,0.24359999999999996,1
771,Jhabua,176.17669230769235,3.414615384615385,104.92699999999999,19.969038461538464,32.05915384615384,30.511346153846166,23.380999999999997,14.27673076923077,2.302869230769231,1.1175576923076922,61.41600000000001,0.16442307692307695,1
797,Khargone,162.2427692307692,7.994807692307693,108.6660769230769,28.498846153846152,32.75876923076923,31.48673076923078,23.369769230769222,13.995769230769229,2.1616692307692302,1.1534999999999997,41.30030769230769,0.3976923076923076,1
823,Khandwa,204.54392307692308,7.7825,109.61307692307696,44.0475,32.49061538461538,31.072884615384623,23.39423076923077,13.864230769230765,2.1271923076923076,1.0938076923076925,70.17615384615384,0.38596153846153847,0
849,Sehore,218.59615384615384,8.555,104.69830769230771,40.64865384615383,31.886692307692314,29.033653846153847,23.16846153846154,13.382692307692308,2.0045076923076923,1.0232692307692308,91.99046153846156,0.42615384615384616,0
875,Raisen,233.72153846153844,6.770576923076923,104.58915384615383,34.36423076923077,31.875461538461533,27.985384615384614,23.59376923076923,13.73923076923077,1.8054076923076925,0.8455769230769232,111.62315384615385,0.3371153846153846,0
901,Vidisha,198.4814615384616,7.166538461538461,102.95230769230768,27.479230769230767,32.42138461538462,27.88288461538461,23.671692307692304,12.891538461538461,1.7447538461538459,0.8415384615384615,82.98361538461539,0.3563461538461539,0
927,Betul,208.5952307692308,8.928846153846154,105.49415384615386,45.47346153846154,30.152692307692313,28.25346153846154,22.117538461538462,12.76596153846154,2.032615384615385,0.9768269230769231,75.04753846153848,0.44557692307692304,0
953,Rajgarh,189.2607692307692,7.991346153846157,103.17246153846155,25.474615384615376,32.777153846153844,29.39250000000001,23.614615384615384,12.904615384615381,1.873530769230769,1.005653846153846,75.25146153846156,0.39692307692307693,1
979,Shajapur,203.07266666666666,8.801041666666666,104.94333333333334,29.964375,32.080749999999995,29.131666666666664,23.049666666666667,12.872499999999997,2.0655166666666664,1.0824375,85.06533333333334,0.43958333333333327,0
