"Dist.Code","Year","Dist.Name","State.Name","RICE.AREA..1000.ha.","RICE.YIELD..kg.per.ha.","nitrogen","phosphate","potash","prec_grow","prec_harvest","et_grow","et_harvest","maxT_grow","maxT_harvest","minT_grow","minT_harvest","runoff_grow","runoff_harvest","windspeed_grow","windspeed_harvest","RICE.IRRIGATED.AREA..1000.ha.","RA.IA","Cluster"
1,1990,"Durg","Chhattisgarh",397.9,1210,2590.15742094456,1283.41133470226,421.692295687885,298.092,6.375,119.67,53.085,31.112,28.905,23.31,15.02,138.024,0.315,1.6064,0.9355,162.05,235.85,1
1,1991,"Durg","Chhattisgarh",393.2,1293,2692.97593429158,2142.85118685832,765.892238193019,227.654,3.93,117.386,43.89,31.796,27.9,23.908,13.965,78.862,0.205,1.7214,0.819,193.24,199.96,1
1,1992,"Durg","Chhattisgarh",398.4,1291,3828.37039835729,2318.04990554415,904.523433264887,205.528,0.72,100.528,41.835,32.14,28.45,24.106,14.22,72.598,0.04,1.5902,0.654,201.7,196.7,1
1,1993,"Durg","Chhattisgarh",410.2,1387,3235.54304722793,1864.34636550308,439.88264476386,242.886,0.5,118.75,47.15,32.224,27.97,24.338,13.855,86.954,0,1.9704,0.9485,209.68,200.52,1
1,1994,"Durg","Chhattisgarh",430.1,1399,3967.23533470226,1871.9153100616,491.850702258727,318.698,0.265,122.368,48.585,31.282,28.11,23.31,13.975,157.294,0,2.0116,0.9465,218.97,211.13,1
1,1995,"Durg","Chhattisgarh",424,1507,3914.52123203285,1847.14250513347,486.651006160164,238.442,1.105,113.352,49.15,32.528,29.005,24.528,15.105,91.396,0.045,2.2044,1.3375,220.15,203.85,1
1,1996,"Durg","Chhattisgarh",407.1,1486,3821.59064476386,1802.50839425051,474.075055441478,180.242,1.1,108.612,45.76,32.142,28.78,23.898,14.045,36.2,0.085,1.937,0.827,215.46,191.64,1
1,1997,"Durg","Chhattisgarh",432.8,1265,5658.25123613963,2193.6827926078,872.034234086242,177.788,23.06,100.446,58.315,32.28,29.42,24.038,15.77,42.374,1.16,1.7462,0.8895,219.1,213.7,1
1,1998,"Durg","Chhattisgarh",411.9,859,5466.10753182752,2320.68012320329,583.189503080082,210.042,3.995,112.33,48.925,32.86,28.715,24.676,14.755,60.78,0.185,1.6168,0.8235,179.18,232.72,1
1,1999,"Durg","Chhattisgarh",457.94,1314,6196.01282956879,2545.54458973306,1103.0053798768,238.4,0.08,115.892,46.365,31.782,28.925,23.688,14.325,84.876,0,1.9908,0.689,225.93,232.01,1
1,2000,"Durg","Chhattisgarh",435.3,515,6496.89272279261,2930.25725667351,1161.52698973306,203.364,0,116.398,40.415,31.96,29.165,24.05,14.855,57.174,0,1.65,0.6585,158.4,276.9,1
1,2001,"Durg","Chhattisgarh",436.81,1385,6067.47925749487,2618.38444435318,830.710368788501,233.816,1.075,119.956,48.64,31.474,29.245,23.532,15.17,73.868,0.04,1.606,0.698,219.77,217.04,1
1,2002,"Durg","Chhattisgarh",432.9,539,4970.47424229979,2486.1438110883,1109.78848459959,190.312,0.185,118.15,42.49,32.114,29.41,24.172,15.33,40.358,0,1.6308,0.663,176.18,256.72,1
1,2003,"Durg","Chhattisgarh",442.75,1618,5031.6401026694,2156.94708418891,919.901765913758,251.946,12.065,113.902,51.625,32.188,28.59,24.25,14.52,99.38,0.6,1.7474,0.603,182.83,259.92,1
1,2004,"Durg","Chhattisgarh",449.64,1409,7049.94895441478,3296.12895277207,1376.84015112936,220.36,0.355,117.974,42.065,31.66,28.41,23.718,14.335,69.522,0,1.5822,0.551,217.57,232.07,1
1,2005,"Durg","Chhattisgarh",449.64,1409,7166.72609445585,3282.94443696099,1621.69544476386,238.256,0.84,121.152,46.12,32.62,27.585,24.688,13.505,77.502,0.04,1.6426,0.623,224.85,224.79,1
1,2006,"Durg","Chhattisgarh",453.54,1645,9717.67655852156,4192.94470472279,2004.33016016427,257.19,1.55,105.702,41.14,32.166,29.615,24.22,15.535,122.794,0.085,1.7558,0.6315,236.91,216.63,1
1,2007,"Durg","Chhattisgarh",465.33,1571,9241.28180944558,4379.9114587269,2144.14891170431,221.826,1.76,117.808,41.645,32,28.735,24.056,14.655,71.368,0.075,1.5284,0.5075,244.65,220.68,1
1,2008,"Durg","Chhattisgarh",464.62,906,8824.30727556468,5685.00254784394,3246.3485963039,242.022,0.04,118.54,41.73,31.962,29.715,24.022,15.635,91.518,0,1.5392,0.5585,228.93,235.69,1
1,2009,"Durg","Chhattisgarh",451.26,788,12267.9710390144,6264.41541190965,3236.17356221766,213.664,2.705,106.506,45.64,32.944,29.14,25.006,15.065,71.23,0.145,1.5612,0.6025,201.18,250.08,1
1,2010,"Durg","Chhattisgarh",454.8,1775,12362.3044928131,6885.09299383984,3425.40044353183,297.004,8.14,111.052,48.625,32.548,29.51,24.608,15.43,151.346,0.415,1.3288,0.6405,232.6,222.2,1
1,2011,"Durg","Chhattisgarh",129.5,1922,13448.2266529774,8020.33121149897,2451.39511293634,230.046,0,116.294,38.945,32.062,29.015,24.124,14.935,84.076,0,1.4482,0.491,85.39,44.11,1
1,2012,"Durg","Chhattisgarh",129.78,2282,4880.22899876797,2992.72147022587,927.988292402464,292.63,0.87,104.578,40.4,32.182,28.83,24.252,14.75,156.662,0.04,1.5522,0.5235,87.2,42.58,1
1,2013,"Durg","Chhattisgarh",130.67,1942,5277.69422094456,2221.7549100616,811.742432032854,309.164,0.1,120.74,47.71,31.304,28.42,23.412,14.33,144.73,0,1.401,0.477,88.91,41.76,1
1,2014,"Durg","Chhattisgarh",130.47,1855,5627.04518439425,3368.24781190965,1494.75219301848,233.122,0.705,104.736,40.82,32.704,28.4,24.81,14.305,97.692,0.035,1.4056,0.55,88.9,41.57,1
1,2015,"Durg","Chhattisgarh",129.5,1342,7127.97782340862,2879.941724846,1358.87248459959,257.27,0.195,114.77,40.835,32.366,30.32,24.81,16.22,112.254,0,1.34,0.533,86.62,42.88,1
2,1990,"Bastar","Chhattisgarh",579,970,482.650595482546,315.299383983573,58.2091170431212,327.396,15.515,119.262,61.09,28.722,28.06,21.256,13.885,169.856,0.775,1.8124,1.1,18.06,560.94,1
2,1991,"Bastar","Chhattisgarh",582.3,1072,824.450710472279,341.488459958932,90.2505215605749,272.092,27.485,118.36,62.16,29.254,26.705,21.736,12.495,120.482,1.38,1.8388,1.0335,20.28,562.02,1
2,1992,"Bastar","Chhattisgarh",584.4,913,905.76,472.464,161.568,253.59,15.545,111.168,53.61,29.524,27.415,21.918,13.04,113.244,0.775,1.7456,0.976,20.85,563.55,1
2,1993,"Bastar","Chhattisgarh",605.3,997,938.152854209446,365.118948665298,68.4598028747433,239.748,0.735,118.956,53.295,29.726,26.95,22.204,12.64,82.864,0.03,1.9008,1.1275,21.09,584.21,1
2,1994,"Bastar","Chhattisgarh",609.9,990,1047.47507186858,487.970094455852,125.186045174538,294.374,8.315,111.962,54.935,28.898,26.92,21.326,12.595,147.078,0.415,2.0288,1.1345,20.59,589.31,1
2,1995,"Bastar","Chhattisgarh",619,952,1060.5109650924,492.657905544148,124.460944558522,279.188,2.75,119.858,56.73,29.848,27.995,22.268,13.805,121.956,0.135,2.1754,1.3325,19.82,599.18,1
2,1996,"Bastar","Chhattisgarh",644.1,1041,1106.21199178645,515.33290349076,132.205823408624,216.714,4.41,120.19,51.02,29.59,27.74,21.862,13.075,63.828,0.22,2.0734,1.0255,20.15,623.95,1
2,1997,"Bastar","Chhattisgarh",622.8,731,2201.87295277207,667.86667761807,266.10312936345,185.776,47.635,97.128,69.735,29.898,29.045,22.17,15,61.738,2.38,1.805,0.9165,19.48,603.32,1
2,1998,"Bastar","Chhattisgarh",257.7,655,442.587843942505,307.652525667351,125.219975359343,249.3,35.415,119.152,68.345,30.278,27.65,22.588,13.43,92.552,1.77,1.6594,0.895,2.78,254.92,1
2,1999,"Bastar","Chhattisgarh",258.76,1131,575.563002874743,304.582304722793,110.560124845996,256.412,0.165,118.522,47.865,29.33,27.62,21.686,13.03,105.712,0,1.9154,0.853,2.16,256.6,1
2,2000,"Bastar","Chhattisgarh",258.34,826,1239.07714989733,324.649034907598,115.791489117043,248.75,0.165,113.742,41.955,29.386,27.835,21.852,13.415,108.274,0,1.6974,0.8155,1.9,256.44,1
2,2001,"Bastar","Chhattisgarh",260.22,1483,792.458064887064,343.362160164271,122.084323613963,267.278,19.68,117.402,58.665,29.062,27.76,21.506,13.47,114.996,0.985,1.7928,0.8295,1.88,258.34,1
2,2002,"Bastar","Chhattisgarh",258.96,497,534.786963449692,320.004369609856,130.17126899384,204.644,0.51,113.418,40.58,29.66,27.755,22.106,13.47,66.48,0.025,1.7446,0.8055,2.11,256.85,1
2,2003,"Bastar","Chhattisgarh",260.21,1688,577.698258726899,340.078974948665,136.249589322382,301.962,26.52,102.492,63.085,29.692,27.025,22.142,12.735,161.092,1.315,1.8042,0.813,2.01,258.2,1
2,2004,"Bastar","Chhattisgarh",260.83,1255,862.05653963039,362.741154825462,210.870611088296,267.718,1.4,119.816,50.31,29.164,27.005,21.612,12.72,111.736,0.055,1.644,0.6635,2.21,258.62,1
2,2005,"Bastar","Chhattisgarh",260.83,1255,1275.0570110883,658.834085420944,277.518835318275,287.86,1.22,116.356,50.17,29.822,26.46,22.274,12.175,134.072,0.055,1.7538,0.702,2.07,258.76,1
2,2006,"Bastar","Chhattisgarh",260.73,1342,1897.10788583162,945.823505544148,337.482059137577,269.934,31.22,104.116,59.12,29.538,28.03,21.988,13.74,139.394,1.56,1.7746,0.695,2.02,258.71,1
2,2007,"Bastar","Chhattisgarh",239.54,1441,1538.23045749487,351.194168377823,108.3684862423,240.666,4.24,118.39,50.695,29.402,27.82,21.852,13.535,87.372,0.215,1.6414,0.6705,1.83,237.71,1
2,2008,"Bastar","Chhattisgarh",240.34,1166,1258.45379876797,715.80852073922,326.191224640657,267.666,2.31,112.15,42.015,29.134,28.44,21.58,14.15,130.31,0.115,1.6252,0.7425,1.9,238.44,1
2,2009,"Bastar","Chhattisgarh",240.07,1159,2196.30035975359,1410.90174209446,354.988107597536,230.744,5.71,101.722,48.29,30.044,28.215,22.492,13.925,97.968,0.275,1.639,0.6815,2.19,237.88,1
2,2010,"Bastar","Chhattisgarh",240.89,1767,2352.13503819302,1282.52408131417,622.594302258727,374.658,37.51,120.074,68.55,29.682,28.195,22.13,13.905,216.732,1.875,1.5268,0.753,2.02,238.87,1
2,2011,"Bastar","Chhattisgarh",136.93,1061,1989.20207310062,1387.50859712526,503.036395071869,214.856,0.3,98.882,38.935,29.412,28.025,21.86,13.74,92.632,0,1.5756,0.6685,1.96,134.97,1
2,2012,"Bastar","Chhattisgarh",137.61,1778,1986.39893716632,1039.89079589322,322.227802053388,339.05,10.875,107.704,50.295,29.394,28.025,21.844,13.735,200.962,0.545,1.623,0.694,1.88,135.73,1
2,2013,"Bastar","Chhattisgarh",137.73,1665,1766.58663326489,762.713105544148,312.123895687885,276.462,2.91,119.016,51.82,29.006,27.37,21.46,13.08,119.504,0.145,1.6182,0.676,2.07,135.66,1
2,2014,"Bastar","Chhattisgarh",132.39,1824,1526.17669650924,768.634048459959,292.812970841889,285.652,1.575,110.354,47.945,30.056,27.375,22.51,13.09,142.266,0.075,1.6138,0.7335,2.13,130.26,1
2,2015,"Bastar","Chhattisgarh",130.04,824,1611.29973880903,1092.72051252567,390.023871868583,307.034,1.45,113.624,42.245,29.826,29.22,22.51,14.925,167.992,0.065,1.6092,0.7615,2.33,127.71,1
3,1990,"Raipur","Chhattisgarh",847.3,1363,9277.77841478439,4181.03403696099,2488.03468583162,313.108,5.445,118.734,52.325,31.128,28.63,23.474,15.455,151.698,0.265,1.5998,0.9205,365,482.3,1
3,1991,"Raipur","Chhattisgarh",854.1,1427,8350.46730184805,4769.14006570842,1939.14022176591,253.078,5.65,117.214,45.845,31.848,27.65,23.98,14.335,100.686,0.29,1.6996,0.807,386.73,467.37,1
3,1992,"Raipur","Chhattisgarh",858.6,1610,10890.5035564682,4578.47127720739,2380.94892813142,215.888,0.98,102.324,43.09,32.284,28.435,24.048,14.395,77.814,0.05,1.5544,0.664,403.55,455.05,1
3,1993,"Raipur","Chhattisgarh",876.1,1598,13784.1652238193,5589.26614373717,1449.6126899384,247.226,0.55,118.716,47.295,32.282,27.85,24.414,14.095,88.698,0.01,1.8954,0.942,414.03,462.07,1
3,1994,"Raipur","Chhattisgarh",899.7,1449,15139.1244271047,6542.57406160164,1876.84440246407,320.29,0.36,121.736,48.115,31.444,28.005,23.36,14.205,157.484,0.005,1.941,0.9245,419.34,480.36,1
3,1995,"Raipur","Chhattisgarh",908.4,1447,15224.6347761807,6579.20358110883,1887.38286652977,239.878,1.145,112.788,50.275,32.656,28.71,24.5,15.485,89.346,0.06,2.1328,1.321,438.81,469.59,1
3,1996,"Raipur","Chhattisgarh",860.4,1684,14949.9711868583,6458.61821765914,1852.52777002053,189.72,1.125,114.208,46.005,32.454,29.125,23.686,13.83,37.652,0.06,1.8858,0.807,407.41,452.99,1
3,1997,"Raipur","Chhattisgarh",918.6,1106,17561.9721067762,7295.68341683778,2531.94076386037,194.058,21.92,100.708,56.995,32.648,28.98,23.886,16.38,56.404,1.1,1.6886,0.8495,436.99,481.61,1
3,1998,"Raipur","Chhattisgarh",513.7,691,11036.8075811088,4964.30397535934,839.219137577002,219.808,4.89,114.288,49.975,33.128,28.53,24.514,15.165,64.51,0.245,1.5272,0.778,262.51,251.19,1
3,1999,"Raipur","Chhattisgarh",537.61,1421,10955.9839958932,4675.15370513347,1364.71249774127,246.146,0.15,118.422,46.175,32.022,29.21,23.62,14.25,88.462,0,1.8806,0.6855,289.27,248.34,1
3,2000,"Raipur","Chhattisgarh",513.07,406,9778.88242299795,5020.54271211499,1564.62118767967,209.864,0,115.45,41.5,32.102,29.185,24.078,14.95,61.33,0,1.5776,0.6535,206.59,306.48,1
3,2001,"Raipur","Chhattisgarh",517.58,1192,9502.7688,4360.04290595483,1374.57344722793,251.4,1.515,118.54,48.275,31.612,29.14,23.606,15.47,90.942,0.07,1.5446,0.682,272.17,245.41,1
3,2002,"Raipur","Chhattisgarh",516.33,748,8363.78263737166,4663.12784229979,1373.41659548255,200.76,0.205,117.418,43.23,32.256,29.195,24.248,15.53,48.186,0,1.5538,0.643,232.55,283.78,1
3,2003,"Raipur","Chhattisgarh",520.85,1366,8037.73153182752,4291.59009856263,1439.98447638604,266.62,12.495,114.044,53.495,32.264,28.67,24.252,15.15,108.896,0.62,1.652,0.618,233.86,286.99,1
3,2004,"Raipur","Chhattisgarh",521.74,1201,10477.3962677618,5946.80751868583,2351.622524846,231.336,0.34,117.378,43.12,31.752,28.205,23.742,14.54,77.43,0,1.4968,0.55,265.23,256.51,1
3,2005,"Raipur","Chhattisgarh",521.74,1201,14726.0525765914,11161.464901848,3501.2075137577,242.636,1.125,119.95,46.23,32.754,27.375,24.726,13.71,80.306,0.05,1.565,0.611,275.25,246.49,1
3,2006,"Raipur","Chhattisgarh",518.56,1552,19373.8701141684,9516.41719589322,5089.4694110883,269.022,2.08,107.916,42.3,32.274,29.445,24.264,15.78,129.316,0.115,1.6646,0.604,290.49,228.07,1
3,2007,"Raipur","Chhattisgarh",539.88,1492,21264.9752476386,12277.7358948665,7646.16412977413,232.736,1.8,117.306,42.72,32.116,28.57,24.106,14.905,79.31,0.075,1.477,0.5155,296.29,243.59,1
3,2008,"Raipur","Chhattisgarh",529.15,1307,19448.1205010267,10169.589338809,3754.85709240246,257.926,0.055,117.24,42.22,32.046,29.54,24.04,15.88,106.056,0,1.4742,0.5505,287.12,242.03,1
3,2009,"Raipur","Chhattisgarh",521.92,1444,24252.3685059548,12588.5817954825,4696.12255934292,223.828,2.46,103.97,45.55,32.996,28.945,24.984,15.28,81.332,0.12,1.5058,0.5905,281.64,240.28,1
3,2010,"Raipur","Chhattisgarh",483.1,1396,24923.4365174538,12328.1564845996,4996.42455030801,300.514,10.505,112.504,50.35,32.672,29.345,24.662,15.68,149.868,0.525,1.2844,0.6185,306.77,176.33,1
3,2011,"Raipur","Chhattisgarh",169.1,1301,34038.1008049281,17098.739211499,7516.95681314168,244.864,0,115.756,40.315,32.136,28.815,24.126,15.15,95.944,0,1.3944,0.5045,133.67,35.43,1
3,2012,"Raipur","Chhattisgarh",183.69,2042,18641.7362735113,9013.46839096509,1523.53315811088,307.846,1.39,106.27,41.51,32.496,28.645,24.43,14.98,167.052,0.07,1.5062,0.533,150.26,33.43,1
3,2013,"Raipur","Chhattisgarh",185.68,1696,17843.4438505133,10399.1475646817,3095.63255852156,309.798,0.14,120.366,47.945,31.536,28.42,23.656,14.48,142.676,0,1.3418,0.4855,151.18,34.5,1
3,2014,"Raipur","Chhattisgarh",186.04,2023,13179.6084172485,5293.04046652977,3295.68140944558,246.678,0.565,106.344,42.155,32.682,28.5,24.716,14.915,106.446,0.025,1.3644,0.5575,154.27,31.77,1
3,2015,"Raipur","Chhattisgarh",165.75,1597,11659.5833470226,4217.94609856263,1199.77133470226,261.186,0.7,114.678,42.41,32.52,30.235,24.716,16.41,112.972,0.03,1.3092,0.541,134.81,30.94,1
5,1990,"Raigarh","Chhattisgarh",412.5,964,3312.43429158111,1010.83675564682,388.783367556468,605.33,3.965,116.336,57.86,30.116,29.305,23.56,17.37,447.25,0.19,2.2472,1.23,23.29,389.21,2
5,1991,"Raigarh","Chhattisgarh",413.3,1106,3374.25927720739,1372.90282546201,429.356747433265,386.106,6.805,111.712,45.44,30.656,28.9,23.7,16.25,242.442,0.345,2.1502,1.066,28.88,384.42,2
5,1992,"Raigarh","Chhattisgarh",413.9,1055,4121.22014784394,1678.30925667351,407.440780287474,446.47,1.38,108.188,51.55,30.982,29.485,24.016,16.335,300.264,0.065,2.0856,1.1235,32.52,381.38,2
5,1993,"Raigarh","Chhattisgarh",417.9,1230,3751.42050924025,1216.62960985626,316.848862422998,470.612,6.3,114.368,58.575,30.798,28.995,24.272,16.505,314.59,0.315,2.3332,1.2775,27.26,390.64,2
5,1994,"Raigarh","Chhattisgarh",419.9,1337,4550.33645174538,1292.80915811088,276.151071868583,575.676,0.8,117.338,55.175,30.374,29.175,23.488,16.005,417.006,0.035,2.402,1.2485,30.29,389.61,2
5,1995,"Raigarh","Chhattisgarh",417.2,1035,4535.05823408624,1287.99149075975,276.123006160164,405.192,1.365,111.792,58.91,31.442,29.8,24.354,16.645,252.53,0.06,2.5248,1.59,32.38,384.82,2
5,1996,"Raigarh","Chhattisgarh",420.4,1287,4587.45314168378,1303.15367556468,278.240919917864,483.324,0.505,120.35,55.485,30.974,29.705,23.576,15.705,321.154,0.02,2.505,1.1755,34.23,386.17,2
5,1997,"Raigarh","Chhattisgarh",419.7,816,4099.85711704312,1487.34096098563,392.053232032854,506.568,20.925,104.648,56.515,31.224,29.115,23.812,18.125,369.474,1.05,2.184,0.986,35.59,384.11,2
5,1998,"Raigarh","Chhattisgarh",415.2,1121,8725.74771252567,2758.4285174538,572.208689938398,516.59,8.495,115.334,59.875,31.564,29.405,24.506,17.05,356.714,0.425,1.9736,1.0385,24.73,390.47,2
5,1999,"Raigarh","Chhattisgarh",243.12,1218,4415.81801396304,2181.43039342916,599.842437782341,398.52,0.305,115.474,54.12,30.724,30.095,23.648,16.095,243.096,0,2.0486,1.072,31.93,211.19,2
5,2000,"Raigarh","Chhattisgarh",241.94,483,3756.9158587269,2406.98008213552,568.554032032854,447.622,3.075,111.776,48.885,30.972,29.825,23.942,16.395,301.576,0.15,1.9528,1.002,36.32,205.62,2
5,2001,"Raigarh","Chhattisgarh",241.43,1265,4910.00206570842,2252.22957782341,409.58822587269,386.33,2.99,115.83,55.4,30.666,29.77,23.816,17.095,228.596,0.145,1.975,1.0075,34.71,206.72,2
5,2002,"Raigarh","Chhattisgarh",239.37,704,4502.12207802875,1673.50595728953,356.961126899384,330.198,0.205,106.064,44.45,31.056,29.6,24.204,16.93,189.554,0,1.9024,0.9295,34.97,204.4,2
5,2003,"Raigarh","Chhattisgarh",242.59,1329,5152.07361806981,1559.84871868583,353.633455441478,399.968,2.925,113.49,51.47,31.098,29.29,24.246,17.06,245.358,0.14,1.9196,1.0015,35.1,207.49,2
5,2004,"Raigarh","Chhattisgarh",241.53,1037,6565.23175934292,1999.21373963039,596.931227926078,567.69,2.42,112.534,49.55,30.65,29.32,23.8,16.66,418.024,0.12,1.9478,0.9105,41.1,200.43,2
5,2005,"Raigarh","Chhattisgarh",241.53,1037,7216.79737084189,2940.13923449692,935.866755646817,634.57,1.16,111.236,50.155,31.204,28.695,24.262,16.02,484.214,0.055,1.8472,0.914,42.17,199.36,2
5,2006,"Raigarh","Chhattisgarh",240.32,1160,6901.79301190965,2654.61321067762,1028.82620451745,701.042,5.67,112.894,54.48,30.796,29.975,23.944,17.325,549.956,0.285,1.9364,0.9025,44.17,196.15,2
5,2007,"Raigarh","Chhattisgarh",241.67,1292,7122.78407556468,2897.30074250513,971.840919917864,594.81,2.645,109.228,43.325,31.06,29.69,24.206,17.025,453.998,0.13,1.9318,1.029,44.82,196.85,2
5,2008,"Raigarh","Chhattisgarh",242.37,1225,9217.6048238193,3465.1046661191,1659.9607761807,492.808,3.9,110.048,47.265,30.564,30.33,23.714,17.645,349.678,0.19,1.8506,0.918,46.63,195.74,2
5,2009,"Raigarh","Chhattisgarh",240.14,1155,9489.8988714579,3991.51141848049,1322.79171252567,511.3,35.2,104.49,66.835,31.388,29.81,24.518,17.15,365.796,6.895,1.8094,0.891,47.71,192.43,2
5,2010,"Raigarh","Chhattisgarh",256.3,1374,8277.59531827515,4609.04237371663,1566.40876386037,661.608,20.28,111.846,62.805,31.36,29.825,24.51,17.165,509.364,1.06,1.6538,0.911,49.19,207.11,2
5,2011,"Raigarh","Chhattisgarh",241.16,1389,9472.62614537988,4181.20930102669,569.751641889117,730.018,0.17,113.932,52.535,30.738,29.785,23.888,17.105,576.714,0.005,1.8378,0.9225,52.35,188.81,2
5,2012,"Raigarh","Chhattisgarh",240.22,1511,7575.128062423,3407.19761149897,530.299214784394,431.434,1.815,112.106,51.97,31.258,29.445,24.256,16.77,280.496,0.09,1.866,0.8705,51.89,188.33,2
5,2013,"Raigarh","Chhattisgarh",237.93,1275,8092.94222587269,3424.55042956879,676.737410266941,531.142,2.575,114.786,53.25,30.492,28.98,23.576,16.1,373.182,0.125,1.7606,0.907,49.53,188.4,2
5,2014,"Raigarh","Chhattisgarh",228.2,1610,8494.21315811088,3533.99797946612,1150.91521971253,488.622,10.65,107.126,54.715,31.372,28.99,24.25,16.585,344.884,0.53,1.827,0.906,54.38,173.82,2
5,2015,"Raigarh","Chhattisgarh",228.82,1103,9055.97202135524,4037.2305412731,1052.44044024641,341.624,10.765,115.784,58.635,31.562,30.545,24.25,17.69,187.62,0.545,1.7864,1.0115,54.54,174.28,2
6,1990,"Surguja","Chhattisgarh",351.2,1189,812.072476386037,744.399770020534,66.2015605749487,375.818,0.595,109.14,42.325,29.262,25.33,21.784,11.585,232.302,0.01,1.5118,0.9235,3.45,347.75,1
6,1991,"Surguja","Chhattisgarh",351.9,855,992.054513347023,754.727950718686,144.459646817248,319.306,11.26,108.176,43.415,29.836,24.49,22.016,10.63,180.5,0.56,1.498,0.7785,3.45,348.45,1
6,1992,"Surguja","Chhattisgarh",351.2,694,943.00445174538,578.160295687885,127.989683778234,158.27,0.34,92.722,39.305,30.268,25.005,21.992,10.715,33.334,0.005,1.4974,0.801,5.59,345.61,1
6,1993,"Surguja","Chhattisgarh",352.9,791,858.873092402464,524.78476386037,100.522151950719,197.372,4.005,98.922,43.13,30.188,24.89,22.274,10.43,63.1,0.2,1.672,0.867,4.72,348.18,1
6,1994,"Surguja","Chhattisgarh",361.5,1113,1415.86262833676,584.516550308008,89.3432032854209,309.084,0.12,111.096,42.085,29.76,24.82,21.562,10.84,161.466,0,1.4822,0.7915,4.5,357,1
6,1995,"Surguja","Chhattisgarh",362,880,1411.75540041068,582.292238193018,89.4667761806981,204.746,3.15,95.168,44.545,30.61,25.22,22.452,11.69,77.98,0.155,1.933,1.4185,4.73,357.27,1
6,1996,"Surguja","Chhattisgarh",370.5,1056,1451.11232032854,599.068829568788,91.5675154004107,268.418,0.16,116.474,45.02,30.174,25.82,21.728,9.915,111.23,0,1.7434,0.795,4.73,365.77,1
6,1997,"Surguja","Chhattisgarh",369.4,809,1281.23393839836,829.397815195072,139.264558521561,226.774,14.68,91.242,45.875,30.456,24.88,21.978,12.115,104.732,0.735,1.4142,0.7575,4.71,364.69,1
6,1998,"Surguja","Chhattisgarh",305.4,645,1130.89557289528,743.26960164271,66.5232689938398,224.874,7.17,101.948,48,31.076,25.59,22.776,11.83,82.026,0.36,1.3134,0.713,1.1,304.3,1
6,1999,"Surguja","Chhattisgarh",310.4,1072,1356.14843531828,938.771975359343,184.633823408624,254.422,0.63,108.712,39.86,29.976,26.1,21.974,11.08,113.738,0.015,1.3578,0.696,3.86,306.54,1
6,2000,"Surguja","Chhattisgarh",309.31,629,1738.79219876797,1211.45358110883,237.108027104723,183.356,0.045,106.228,36.25,30.228,25.905,22.112,11.215,48.324,0,1.332,0.652,4.26,305.05,1
6,2001,"Surguja","Chhattisgarh",314.48,1307,2090.60104804928,1053.86316221766,248.975172073922,263.354,0.99,107.42,40.78,29.896,26.35,22.226,11.715,121.966,0.055,1.2376,0.702,3.7,310.78,1
6,2002,"Surguja","Chhattisgarh",311.11,710,1909.20604928131,974.80281560575,246.307128542094,206.87,0.48,93.374,41.98,30.478,25.995,22.71,11.745,76.786,0,1.2598,0.63,4.09,307.02,1
6,2003,"Surguja","Chhattisgarh",314.17,1287,2220.14326817248,858.051814373717,189.508376180698,228.054,1.58,106.56,44.705,30.412,25.48,22.732,11.865,81.094,0.075,1.2478,0.615,4.76,309.41,1
6,2004,"Surguja","Chhattisgarh",310.96,962,4219.06952279261,1525.32584476386,342.579587679671,235.482,0.05,108.394,38.245,29.95,25.635,22.278,11.63,95.31,0,1.2912,0.561,5.67,305.29,1
6,2005,"Surguja","Chhattisgarh",310.96,962,3662.86616180698,1035.55426694045,323.040827926078,210.36,2.57,100.162,38.515,30.498,25.125,22.568,10.475,78.062,0.13,1.2374,0.543,6.15,304.81,1
6,2006,"Surguja","Chhattisgarh",312.3,1093,2598.07949075975,1292.49875975359,287.803367556468,238.96,0.695,104.96,36.57,30.016,25.935,22.39,12.23,104.636,0.04,1.2228,0.5665,6,306.3,1
6,2007,"Surguja","Chhattisgarh",311.76,1220,3317.07518685832,1556.67465462012,493.643472689938,252.328,0.445,102.942,36.505,30.182,25.82,22.474,11.71,120.422,0,1.233,0.54,4.69,307.07,1
6,2008,"Surguja","Chhattisgarh",311.85,1172,3645.91711293634,2070.50470225873,752.435778234086,281.69,0.095,102.496,35.77,29.426,26.96,21.826,12.145,150.714,0,1.0982,0.4875,4.27,307.58,1
6,2009,"Surguja","Chhattisgarh",307.67,720,4490.18778480493,2828.92140862423,344.110257905544,195.66,3.8,87.316,40.98,31.004,26.01,22.608,12.12,74.064,0.19,1.1502,0.5225,4.41,303.26,1
6,2010,"Surguja","Chhattisgarh",309.73,1063,3138.48709404518,2208.22862094456,604.603135934292,165.236,9.29,98.734,43.17,30.744,26.02,23.11,12.105,33.838,0.46,1.0672,0.5145,5.89,303.84,1
6,2011,"Surguja","Chhattisgarh",117.9,1398,3055.09645995893,2531.59140862423,535.357995893224,337.92,0,107.716,38.43,29.97,25.855,22.394,11.17,196.992,0,1.123,0.512,4.57,113.33,1
6,2012,"Surguja","Chhattisgarh",117.5,1669,2403.39856262834,1817.19178644764,315.498357289528,327.52,2.64,101.806,37.225,30.538,25.315,22.326,10.695,196.092,0.13,1.0988,0.5285,4.26,113.24,1
