"Dist Code","Year","State Code","State Name","Dist Name","JUNE ACTUAL (Millimeters)","JULY ACTUAL (Millimeters)","AUGUST ACTUAL (Millimeters)","SEPTEMBER ACTUAL (Millimeters)","OCTOBER ACTUAL (Millimeters)","NOVEMBER ACTUAL (Millimeters)","DECEMBER ACTUAL (Millimeters)"
"57","1992","20","Telangana","Medak","122.41","120.93","122.25","120.76","86.51","61.8","31.57"
"57","1993","20","Telangana","Medak","111.16","131.75","127.65","123.08","110.9","61.52","42.72"
"57","1994","20","Telangana","Medak","128.34","130.94","124.38","120.08","123.71","74.67","49.82"
"57","1995","20","Telangana","Medak","146.85","128.12","127.66","123.5","126.68","76.47","54.12"
"57","1996","20","Telangana","Medak","99.71","129.17","123.54","119.75","110.45","77.13","49.4"
"57","1997","20","Telangana","Medak","54.29","130.53","127.92","118.23","97.72","70.27","56.67"
"57","1998","20","Telangana","Medak","67.83","125.22","122.28","119.4","124.14","72.48","49.27"
"57","1999","20","Telangana","Medak","67.17","127.21","122.17","120.67","89.64","47.43","24.8"
"57","2000","20","Telangana","Medak","154.64","124.25","122.03","110.3","79.95","45.98","24.88"
"57","2001","20","Telangana","Medak","171.71","93.45","120.43","116.75","110.19","58.47","36.13"
"57","2002","20","Telangana","Medak","156.54","97.78","127.03","101.97","89.97","32.64","15.51"
"57","2003","20","Telangana","Medak","90.93","128.76","125.9","114.47","113.9","53.69","38.5"
"57","2004","20","Telangana","Medak","58.69","121.97","113.78","116.83","90.3","52.9","33.03"
"57","2005","20","Telangana","Medak","113.86","119.6","119.54","117.47","119.63","60.18","45.87"
"57","2006","20","Telangana","Medak","111.91","128.18","123.56","116.16","85.54","67.35","38.16"
"57","2007","20","Telangana","Medak","137.53","125.14","121.68","115.77","79.58","54.45","32.81"
"57","2008","20","Telangana","Medak","67.71","125.7","117.95","113.93","86.19","67.5","37.89"
"57","2009","20","Telangana","Medak","94.13","122.25","123.62","120.69","94.18","69.06","43.5"
"57","2010","20","Telangana","Medak","151.13","119.39","117.8","116.55","94.71","74.16","50.58"
"57","2011","20","Telangana","Medak","67.0","125.08","118.83","119.88","91.7","54.43","34.05"
"57","2012","20","Telangana","Medak","145.19","122.91","120.9","121.76","95.35","66.6","42.23"
"57","2013","20","Telangana","Medak","153.74","125.71","122.45","116.76","119.37","64.45","46.45"
"57","2014","20","Telangana","Medak","80.65","128.21","121.72","119.62","82.94","62.57","31.67"
"57","2015","20","Telangana","Medak","160.62","85.3","106.2","117.28","81.93","40.82","17.42"
"58","1958","20","Telangana","Mahabubnagar","58.39","155.32","136.22","133.04","87.28","51.56","16.44"
"58","1959","20","Telangana","Mahabubnagar","117.47","148.36","141.84","133.17","83.17","33.68","14.38"
"58","1960","20","Telangana","Mahabubnagar","82.48","121.33","30.56","125.46","99.03","58.64","30.07"
"58","1961","20","Telangana","Mahabubnagar","128.75","142.37","123.05","96.15","126.27","44.02","18.34"
"58","1962","20","Telangana","Mahabubnagar","81.22","133.14","132.88","127.77","103.1","53.37","53.61"
"58","1963","20","Telangana","Mahabubnagar","104.97","122.79","138.71","105.4","111.73","27.78","16.0"
"58","1964","20","Telangana","Mahabubnagar","104.14","136.66","105.55","128.35","101.91","61.24","27.93"
"58","1965","20","Telangana","Mahabubnagar","101.04","157.72","100.21","133.36","54.81","24.82","21.77"
"58","1966","20","Telangana","Mahabubnagar","47.52","142.25","127.25","129.63","79.54","58.7","33.12"
"58","1967","20","Telangana","Mahabubnagar","82.84","138.23","109.31","127.29","82.84","40.48","28.45"
"58","1968","20","Telangana","Mahabubnagar","76.93","134.73","17.81","124.96","104.94","63.6","36.49"
"58","1969","20","Telangana","Mahabubnagar","67.68","144.26","124.68","125.75","79.02","44.33","23.63"
"58","1970","20","Telangana","Mahabubnagar","98.32","119.03","132.74","125.91","99.39","54.23","28.65"
"58","1971","20","Telangana","Mahabubnagar","72.28","66.48","114.82","106.69","88.45","3.52","1.67"
"58","1972","20","Telangana","Mahabubnagar","84.67","86.83","25.09","111.41","39.27","18.27","2.45"
"58","1973","20","Telangana","Mahabubnagar","77.86","86.62","134.49","101.35","113.96","27.1","14.68"
"58","1974","20","Telangana","Mahabubnagar","68.52","76.6","121.69","121.79","127.05","57.53","24.73"
"58","1975","20","Telangana","Mahabubnagar","61.41","128.65","127.44","119.59","129.25","75.58","49.31"
"58","1976","20","Telangana","Mahabubnagar","92.26","137.01","130.65","108.54","65.68","55.16","12.41"
"58","1977","20","Telangana","Mahabubnagar","106.96","130.61","130.06","49.14","98.76","39.99","4.61"
"58","1978","20","Telangana","Mahabubnagar","96.28","133.14","137.45","125.26","101.55","67.97","45.87"
"58","1979","20","Telangana","Mahabubnagar","81.92","90.04","54.74","119.76","87.04","70.25","23.41"
"58","1980","20","Telangana","Mahabubnagar","96.01","115.91","133.63","121.14","24.06","13.71","9.37"
"58","1981","20","Telangana","Mahabubnagar","116.21","133.75","123.42","121.27","104.58","57.59","30.25"
"58","1982","20","Telangana","Mahabubnagar","109.14","137.38","80.25","124.48","88.51","46.74","13.26"
"58","1983","20","Telangana","Mahabubnagar","87.59","136.45","131.45","123.2","111.85","61.09","49.01"
"58","1984","20","Telangana","Mahabubnagar","69.64","134.87","87.05","116.29","78.73","20.68","10.58"
"58","1985","20","Telangana","Mahabubnagar","86.27","127.39","75.67","65.55","76.86","3.73","13.77"
"58","1986","20","Telangana","Mahabubnagar","118.05","100.77","136.51","88.12","28.54","26.44","17.82"
"58","1987","20","Telangana","Mahabubnagar","62.78","124.75","130.4","97.66","90.44","23.73","14.12"
"58","1988","20","Telangana","Mahabubnagar","65.34","133.69","127.29","122.55","90.28","47.46","41.36"
"58","1989","20","Telangana","Mahabubnagar","103.58","132.51","129.69","122.26","100.71","58.42","33.85"
"58","1990","20","Telangana","Mahabubnagar","97.87","100.67","135.72","120.1","79.51","23.57","4.9"
"58","1991","20","Telangana","Mahabubnagar","147.54","117.04","130.17","125.13","85.94","50.78","15.72"
"58","1992","20","Telangana","Mahabubnagar","87.55","91.64","127.97","124.13","76.58","49.62","11.6"
"58","1993","20","Telangana","Mahabubnagar","76.46","134.32","122.64","121.57","91.26","13.16","16.85"
"58","1994","20","Telangana","Mahabubnagar","81.03","136.19","129.01","77.85","129.5","49.03","15.2"
"58","1995","20","Telangana","Mahabubnagar","108.91","134.67","131.7","129.96","133.08","74.34","44.49"
"58","1996","20","Telangana","Mahabubnagar","103.71","133.82","130.83","122.22","109.56","69.39","38.64"
"58","1997","20","Telangana","Mahabubnagar","44.16","132.35","129.16","117.58","88.45","43.87","32.84"
"58","1998","20","Telangana","Mahabubnagar","49.48","128.17","122.42","121.3","127.55","69.08","44.28"
"58","1999","20","Telangana","Mahabubnagar","52.19","125.66","95.68","117.1","48.56","7.69","4.34"
"58","2000","20","Telangana","Mahabubnagar","147.71","124.75","127.12","113.32","85.84","44.82","22.0"
"58","2001","20","Telangana","Mahabubnagar","145.46","62.3","134.74","115.16","99.42","16.2","7.32"
"58","2002","20","Telangana","Mahabubnagar","124.64","62.05","131.11","58.85","81.83","6.39","2.33"
"58","2003","20","Telangana","Mahabubnagar","66.35","133.75","114.9","93.02","111.99","21.28","10.24"
"58","2004","20","Telangana","Mahabubnagar","45.94","126.27","92.37","121.52","91.04","39.32","16.7"
"58","2005","20","Telangana","Mahabubnagar","84.91","126.9","116.17","122.35","127.05","64.77","45.65"
"58","2006","20","Telangana","Mahabubnagar","91.35","138.34","135.62","123.07","92.99","60.65","22.24"
"58","2007","20","Telangana","Mahabubnagar","115.44","122.69","126.43","116.83","89.66","54.07","30.39"
"58","2008","20","Telangana","Mahabubnagar","53.41","122.72","120.13","117.23","94.53","69.62","35.12"
"58","2009","20","Telangana","Mahabubnagar","78.38","73.42","130.7","121.17","94.04","62.01","33.32"
"58","2010","20","Telangana","Mahabubnagar","126.46","121.29","121.22","116.77","102.45","72.97","52.74"
"58","2011","20","Telangana","Mahabubnagar","47.87","140.79","126.62","109.57","84.02","31.14","12.7"
"58","2012","20","Telangana","Mahabubnagar","95.77","134.06","121.35","127.0","82.81","44.81","12.64"
"58","2013","20","Telangana","Mahabubnagar","147.56","132.31","107.15","118.48","128.58","59.02","34.31"
"58","2014","20","Telangana","Mahabubnagar","73.42","135.79","124.72","109.34","62.92","37.96","8.85"
"58","2015","20","Telangana","Mahabubnagar","139.1","57.89","70.93","118.83","53.12","13.26","3.66"
"59","1958","20","Telangana","Nalgonda","64.08","154.0","131.93","130.9","93.62","52.54","20.26"
"59","1959","20","Telangana","Nalgonda","133.05","150.01","141.07","126.4","82.28","33.52","19.25"
"59","1960","20","Telangana","Nalgonda","104.38","108.51","54.1","127.08","89.06","55.38","38.4"
"59","1961","20","Telangana","Nalgonda","129.2","145.5","127.16","120.18","126.13","52.02","31.54"
"59","1962","20","Telangana","Nalgonda","83.67","131.87","132.95","127.82","109.68","72.61","68.39"
"59","1963","20","Telangana","Nalgonda","138.45","127.16","139.74","116.44","117.79","21.42","13.12"
"59","1964","20","Telangana","Nalgonda","96.15","121.33","98.03","129.18","100.98","63.34","36.14"
"59","1965","20","Telangana","Nalgonda","65.89","158.35","100.44","133.34","63.23","32.84","18.83"
"59","1966","20","Telangana","Nalgonda","44.76","142.57","122.39","132.14","76.76","53.59","57.55"
"59","1967","20","Telangana","Nalgonda","100.08","144.86","105.96","129.05","63.94","32.53","50.73"
"59","1968","20","Telangana","Nalgonda","63.05","129.09","23.85","127.74","101.2","58.92","36.59"
"59","1969","20","Telangana","Nalgonda","77.86","141.36","100.27","130.81","99.14","68.22","66.87"
"59","1970","20","Telangana","Nalgonda","148.49","92.51","137.28","127.69","90.76","40.65","21.88"
"59","1971","20","Telangana","Nalgonda","97.29","59.99","108.09","127.15","105.83","12.76","7.4"
"59","1972","20","Telangana","Nalgonda","84.08","78.42","43.79","87.97","79.16","39.47","7.1"
"59","1973","20","Telangana","Nalgonda","89.68","106.19","139.94","110.75","129.12","38.12","14.71"
"59","1974","20","Telangana","Nalgonda","69.97","71.56","94.13","126.48","128.19","55.1","26.25"
"59","1975","20","Telangana","Nalgonda","91.82","130.61","126.21","123.21","127.38","76.13","50.52"
"59","1976","20","Telangana","Nalgonda","81.83","143.26","132.93","106.41","67.53","65.88","20.67"
"59","1977","20","Telangana","Nalgonda","74.15","117.17","118.82","54.17","77.54","59.77","8.84"
"59","1978","20","Telangana","Nalgonda","156.75","139.05","142.41","128.53","99.31","72.14","43.53"
"59","1979","20","Telangana","Nalgonda","77.5","70.19","59.27","123.61","80.16","69.42","27.54"
"59","1980","20","Telangana","Nalgonda","150.72","117.79","133.2","125.3","34.37","15.3","20.24"
"59","1981","20","Telangana","Nalgonda","113.96","137.3","121.4","124.63","120.4","61.36","42.45"
"59","1982","20","Telangana","Nalgonda","95.11","139.31","99.62","125.93","90.83","41.65","14.1"
"59","1983","20","Telangana","Nalgonda","84.97","129.79","136.35","124.56","127.47","68.31","59.67"
"59","1984","20","Telangana","Nalgonda","75.31","132.78","77.28","120.79","92.36","16.61","8.42"
"59","1985","20","Telangana","Nalgonda","98.75","123.9","81.85","68.19","104.66","3.42","32.12"
"59","1986","20","Telangana","Nalgonda","115.78","103.47","140.48","73.51","28.07","37.83","31.47"
"59","1987","20","Telangana","Nalgonda","63.63","120.36","132.16","88.62","112.78","44.25","20.58"
"59","1988","20","Telangana","Nalgonda","65.44","138.14","131.2","124.81","89.49","51.7","60.96"
"59","1989","20","Telangana","Nalgonda","113.33","137.54","133.54","124.32","103.43","60.29","42.97"
"59","1990","20","Telangana","Nalgonda","119.18","100.0","137.79","127.86","101.23","38.99","13.13"
"59","1991","20","Telangana","Nalgonda","157.81","107.95","129.95","126.49","93.11","62.89","28.28"
"59","1992","20","Telangana","Nalgonda","78.38","86.89","133.06","126.14","81.2","56.77","15.48"
"59","1993","20","Telangana","Nalgonda","68.47","127.17","108.7","126.34","106.04","9.8","14.07"
"59","1994","20","Telangana","Nalgonda","80.66","134.5","125.0","88.72","128.39","73.4","32.98"
"59","1995","20","Telangana","Nalgonda","106.37","138.07","130.3","130.52","130.45","78.72","52.48"
"59","1996","20","Telangana","Nalgonda","128.85","137.0","134.62","125.92","120.15","74.99","43.25"
"59","1997","20","Telangana","Nalgonda","37.03","135.09","118.4","123.95","96.44","64.69","62.42"
"59","1998","20","Telangana","Nalgonda","54.81","133.3","129.94","125.35","128.9","71.56","45.75"
"59","1999","20","Telangana","Nalgonda","55.56","123.49","95.27","119.59","54.95","4.95","3.34"
"59","2000","20","Telangana","Nalgonda","158.78","121.75","131.59","112.44","82.49","43.83","25.84"
"59","2001","20","Telangana","Nalgonda","154.2","59.67","134.02","118.51","118.47","28.9","12.74"
"59","2002","20","Telangana","Nalgonda","125.31","61.82","131.78","60.4","96.36","9.18","3.06"
"59","2003","20","Telangana","Nalgonda","63.39","140.32","108.76","104.94","124.11","23.36","19.53"
"59","2004","20","Telangana","Nalgonda","53.5","129.51","75.69","121.09","97.83","49.19","29.03"
"59","2005","20","Telangana","Nalgonda","69.8","131.5","106.75","124.41","123.9","63.84","47.67"
"59","2006","20","Telangana","Nalgonda","96.0","135.28","131.31","124.1","110.88","76.7","36.12"
"59","2007","20","Telangana","Nalgonda","133.41","114.64","130.63","121.34","89.76","56.65","34.79"
"59","2008","20","Telangana","Nalgonda","61.17","113.57","125.81","120.7","91.93","75.98","41.05"
"59","2009","20","Telangana","Nalgonda","73.4","70.18","134.88","125.56","83.03","57.04","29.43"
"59","2010","20","Telangana","Nalgonda","123.61","129.02","125.85","120.73","111.62","83.43","70.35"
"59","2011","20","Telangana","Nalgonda","53.12","134.72","127.11","95.67","71.39","25.09","11.36"
"59","2012","20","Telangana","Nalgonda","115.14","131.72","118.53","126.79","100.42","57.53","22.74"
"59","2013","20","Telangana","Nalgonda","151.05","133.5","99.66","121.51","125.91","63.43","39.4"
"59","2014","20","Telangana","Nalgonda","61.44","135.24","124.24","120.3","56.7","44.88","11.78"
"59","2015","20","Telangana","Nalgonda","156.98","58.92","84.35","121.76","74.81","24.17","10.13"
"60","1958","20","Telangana","Warangal","81.0","141.2","128.44","123.14","98.15","67.44","43.53"
"60","1959","20","Telangana","Warangal","182.61","138.71","130.31","127.03","99.1","60.01","44.21"
"60","1960","20","Telangana","Warangal","147.58","134.84","93.75","124.89","87.04","52.08","39.86"
"60","1961","20","Telangana","Warangal","160.75","134.67","129.96","126.17","120.79","66.99","50.9"
"60","1962","20","Telangana","Warangal","99.11","138.14","129.29","123.85","102.3","72.93","71.68"
"60","1963","20","Telangana","Warangal","180.19","136.07","128.72","120.72","116.58","56.77","41.54"
"60","1964","20","Telangana","Warangal","111.73","134.76","127.76","123.85","93.99","61.16","40.19"
"60","1965","20","Telangana","Warangal","93.13","141.9","126.18","127.5","80.79","50.69","36.05"
"60","1966","20","Telangana","Warangal","61.21","138.59","131.29","127.77","93.64","69.06","64.5"
"60","1967","20","Telangana","Warangal","149.35","136.26","128.86","125.31","76.28","49.42","64.19"
"60","1968","20","Telangana","Warangal","81.25","138.74","57.86","125.1","94.16","54.73","38.16"
"60","1969","20","Telangana","Warangal","146.52","137.33","126.69","124.57","98.97","81.55","68.85"
"60","1970","20","Telangana","Warangal","172.71","130.99","127.27","124.53","85.97","53.29","36.34"
"60","1971","20","Telangana","Warangal","138.91","103.42","124.67","124.55","110.05","12.59","8.28"
"60","1972","20","Telangana","Warangal","122.91","131.83","77.86","93.65","62.85","42.15","6.39"
"60","1973","20","Telangana","Warangal","119.48","142.8","131.89","114.1","122.59","63.82","44.79"
"60","1974","20","Telangana","Warangal","105.97","126.96","126.82","125.49","123.52","45.33","20.69"
"60","1975","20","Telangana","Warangal","119.92","131.73","130.0","120.96","122.25","68.76","50.07"
"60","1976","20","Telangana","Warangal","87.09","132.43","127.4","113.76","79.24","66.24","36.21"
"60","1977","20","Telangana","Warangal","93.48","134.96","127.41","88.18","70.0","62.18","24.25"
"60","1978","20","Telangana","Warangal","186.81","132.12","129.75","125.36","94.2","71.75","45.27"
"60","1979","20","Telangana","Warangal","109.0","112.53","95.03","123.75","69.3","61.4","28.36"
"60","1980","20","Telangana","Warangal","178.0","134.86","128.16","125.09","73.56","44.11","41.83"
"60","1981","20","Telangana","Warangal","175.95","134.57","129.39","123.33","103.09","61.34","48.1"
"60","1982","20","Telangana","Warangal","125.7","136.58","129.38","124.68","107.14","66.0","44.84"
"60","1983","20","Telangana","Warangal","133.53","134.42","128.09","121.64","122.93","66.66","60.91"
"60","1984","20","Telangana","Warangal","98.59","133.0","105.22","124.57","99.27","45.88","30.63"
"60","1985","20","Telangana","Warangal","149.96","131.75","122.89","98.44","110.13","27.92","37.55"
"60","1986","20","Telangana","Warangal","155.05","139.88","131.51","100.09","61.94","54.33","42.4"
"60","1987","20","Telangana","Warangal","90.06","137.93","130.51","102.07","104.7","59.86","33.51"
"60","1988","20","Telangana","Warangal","96.24","132.16","126.67","123.21","87.12","56.35","57.21"
"60","1989","20","Telangana","Warangal","147.19","131.78","129.2","122.68","95.33","59.57","46.11"
"60","1990","20","Telangana","Warangal","163.57","133.57","130.45","125.11","112.49","65.14","43.59"
"60","1991","20","Telangana","Warangal","172.91","133.98","129.24","125.53","94.87","68.71","44.0"
"60","1992","20","Telangana","Warangal","104.98","132.14","126.94","124.27","89.98","65.4","37.37"
"60","1993","20","Telangana","Warangal","98.55","136.16","129.78","125.88","113.24","45.03","33.46"
"60","1994","20","Telangana","Warangal","108.22","133.45","127.81","120.3","124.67","75.43","53.32"
"60","1995","20","Telangana","Warangal","137.67","133.06","132.16","126.87","126.61","73.8","54.34"
"60","1996","20","Telangana","Warangal","162.53","135.12","129.05","125.73","114.31","73.71","52.85"
"60","1997","20","Telangana","Warangal","52.26","136.32","131.97","123.85","94.44","73.53","67.92"
"60","1998","20","Telangana","Warangal","84.15","132.81","128.26","124.31","125.5","77.02","51.76"
"60","1999","20","Telangana","Warangal","93.13","134.05","127.02","124.36","82.99","30.25","19.7"
"60","2000","20","Telangana","Warangal","169.15","130.18","126.88","114.02","83.05","50.95","34.53"
"60","2001","20","Telangana","Warangal","176.16","120.05","125.53","119.44","113.51","55.52","33.83"
"60","2002","20","Telangana","Warangal","165.11","107.2","127.27","85.3","85.58","23.57","14.01"
"60","2003","20","Telangana","Warangal","84.85","131.0","127.21","118.89","120.2","56.99","51.54"
"60","2004","20","Telangana","Warangal","94.06","128.47","116.94","121.06","91.07","44.29","28.58"
"60","2005","20","Telangana","Warangal","99.72","128.48","124.51","123.66","120.94","61.41","48.94"
"60","2006","20","Telangana","Warangal","121.82","137.13","130.68","121.45","103.4","77.93","49.66"
"60","2007","20","Telangana","Warangal","164.82","132.31","126.97","120.97","87.72","57.38","42.1"
"60","2008","20","Telangana","Warangal","100.56","131.56","124.42","121.56","86.99","69.08","44.5"
"60","2009","20","Telangana","Warangal","97.79","131.23","130.97","125.96","87.86","62.96","40.98"
"60","2010","20","Telangana","Warangal","156.6","125.62","125.22","119.8","108.36","82.4","65.28"
"60","2011","20","Telangana","Warangal","77.37","130.17","123.5","120.3","83.77","51.2","34.81"
"60","2012","20","Telangana","Warangal","145.35","126.91","126.14","121.7","99.4","69.53","47.98"
"60","2013","20","Telangana","Warangal","165.57","128.18","124.8","123.33","120.76","65.86","48.7"
"60","2014","20","Telangana","Warangal","80.0","138.48","130.29","123.75","87.05","61.42","38.54"
"60","2015","20","Telangana","Warangal","170.44","104.63","121.18","122.6","84.7","49.41","33.15"
"61","1958","20","Telangana","Khammam","104.76","144.12","126.87","123.04","114.6","74.17","54.1"
"61","1959","20","Telangana","Khammam","175.88","142.33","131.5","126.27","113.23","63.43","52.04"
"61","1960","20","Telangana","Khammam","173.99","137.84","118.63","123.5","95.7","59.72","52.14"
"61","1961","20","Telangana","Khammam","176.15","134.07","128.33","123.11","115.97","66.54","52.4"
"61","1962","20","Telangana","Khammam","133.15","138.04","126.38","121.67","114.62","70.6","64.33"
"61","1963","20","Telangana","Khammam","178.32","136.88","127.5","119.05","122.35","62.8","50.33"
"61","1964","20","Telangana","Khammam","138.98","138.69","136.3","123.73","98.3","67.57","49.17"
"61","1965","20","Telangana","Khammam","109.68","144.75","130.59","129.71","84.92","57.51","47.06"
"61","1966","20","Telangana","Khammam","80.69","136.38","129.86","128.58","92.94","73.8","54.09"
"61","1967","20","Telangana","Khammam","138.94","137.67","131.26","125.08","81.48","55.4","61.71"
"61","1968","20","Telangana","Khammam","73.95","137.0","80.16","124.29","98.78","59.64","44.45"
"61","1969","20","Telangana","Khammam","148.19","138.24","132.27","125.31","117.06","81.21","74.83"
"61","1970","20","Telangana","Khammam","173.17","134.17","127.89","124.83","104.98","59.03","45.29"
"61","1971","20","Telangana","Khammam","155.45","127.15","127.03","124.75","109.01","36.39","26.98"
"61","1972","20","Telangana","Khammam","153.15","137.38","97.73","112.33","113.05","51.26","26.08"
"61","1973","20","Telangana","Khammam","120.5","140.13","130.95","123.75","121.57","60.09","43.84"
"61","1974","20","Telangana","Khammam","128.6","137.96","132.5","124.85","120.84","60.55","41.24"
"61","1975","20","Telangana","Khammam","174.62","132.74","128.8","121.05","121.01","69.34","51.66"
"61","1976","20","Telangana","Khammam","81.58","132.78","125.75","114.64","86.77","85.17","48.15"
"61","1977","20","Telangana","Khammam","121.61","135.17","127.48","96.3","90.92","78.54","40.77"
"61","1978","20","Telangana","Khammam","180.8","130.64","127.05","125.08","94.75","69.33","50.92"
"61","1979","20","Telangana","Khammam","111.48","125.33","99.58","123.75","72.92","63.91","37.98"
"61","1980","20","Telangana","Khammam","173.72","135.66","127.55","124.25","93.45","61.54","53.64"
"61","1981","20","Telangana","Khammam","158.67","134.17","128.43","123.01","112.39","66.34","54.85"
"61","1982","20","Telangana","Khammam","124.14","137.12","128.41","123.95","106.56","64.47","45.85"
"61","1983","20","Telangana","Khammam","156.41","133.0","127.39","120.49","121.93","66.67","61.37"
"61","1984","20","Telangana","Khammam","98.54","133.28","108.31","124.66","100.94","45.7","34.09"
"61","1985","20","Telangana","Khammam","152.32","131.85","129.41","112.47","118.11","50.04","54.1"
"61","1986","20","Telangana","Khammam","142.71","138.89","132.14","102.68","77.11","66.71","47.36"
"61","1987","20","Telangana","Khammam","82.72","135.35","129.4","110.52","114.68","65.75","46.77"
"61","1988","20","Telangana","Khammam","96.83","131.29","126.63","123.96","87.46","58.34","58.55"
"61","1989","20","Telangana","Khammam","153.63","134.25","127.93","122.81","93.51","60.36","48.4"
"61","1990","20","Telangana","Khammam","162.39","134.02","128.99","123.75","116.62","70.28","53.06"
"61","1991","20","Telangana","Khammam","171.41","132.63","127.24","125.41","106.42","78.23","53.8"
"61","1992","20","Telangana","Khammam","102.57","135.47","126.31","124.82","102.9","75.38","47.72"
"61","1993","20","Telangana","Khammam","93.75","134.97","125.32","122.95","121.03","48.55","39.52"
"61","1994","20","Telangana","Khammam","99.93","132.2","127.12","120.36","122.12","80.83","56.05"
"61","1995","20","Telangana","Khammam","132.82","133.25","131.53","127.68","124.49","71.31","54.98"
"61","1996","20","Telangana","Khammam","183.75","135.62","129.2","124.98","120.55","70.52","57.26"
"61","1997","20","Telangana","Khammam","63.97","135.05","130.24","124.28","96.19","77.73","68.56"
"61","1998","20","Telangana","Khammam","108.53","134.58","127.43","123.73","122.73","78.21","54.03"
"61","1999","20","Telangana","Khammam","124.05","133.29","125.4","116.27","96.11","42.73","32.15"
"61","2000","20","Telangana","Khammam","167.31","132.66","124.83","123.43","89.45","58.17","44.18"
"61","2001","20","Telangana","Khammam","168.53","133.49","125.56","122.57","116.86","64.79","44.23"
"61","2002","20","Telangana","Khammam","145.71","129.71","125.05","87.15","102.66","40.1","28.41"
"61","2003","20","Telangana","Khammam","85.48","130.98","126.31","124.97","118.0","59.75","58.87"
"61","2004","20","Telangana","Khammam","133.99","131.12","122.49","122.11","104.38","53.59","41.85"
"61","2005","20","Telangana","Khammam","91.56","131.55","125.81","123.7","119.21","62.53","51.44"
"61","2006","20","Telangana","Khammam","147.02","138.3","129.43","121.65","118.25","81.85","55.86"
"61","2007","20","Telangana","Khammam","170.3","133.27","127.13","121.23","102.06","61.58","51.93"
"61","2008","20","Telangana","Khammam","134.61","132.04","124.86","122.51","86.4","68.69","48.57"
"61","2009","20","Telangana","Khammam","110.72","133.23","131.21","125.84","83.55","60.33","40.07"
"61","2010","20","Telangana","Khammam","152.85","127.67","126.44","119.39","117.67","82.82","65.8"
"61","2011","20","Telangana","Khammam","97.81","131.3","123.79","114.73","85.58","53.89","42.27"
"61","2012","20","Telangana","Khammam","151.15","127.87","125.11","120.78","109.69","70.06","52.16"
"61","2013","20","Telangana","Khammam","164.92","128.33","126.08","124.5","119.8","67.91","52.09"
"61","2014","20","Telangana","Khammam","78.3","138.92","130.47","123.7","99.65","62.98","48.57"
"61","2015","20","Telangana","Khammam","169.47","129.1","127.04","122.94","93.64","61.71","47.34"
"62","1958","20","Telangana","Karimnagar","72.03","139.14","126.76","117.36","89.78","62.05","39.8"
"62","1959","20","Telangana","Karimnagar","185.53","137.52","127.97","128.05","93.11","57.46","44.48"
"62","1960","20","Telangana","Karimnagar","146.78","133.33","93.76","125.32","86.79","49.96","36.72"
"62","1961","20","Telangana","Karimnagar","135.82","134.24","128.7","128.05","117.66","63.22","49.72"
"62","1962","20","Telangana","Karimnagar","80.99","137.61","128.0","125.42","92.81","67.25","76.72"
"62","1963","20","Telangana","Karimnagar","179.47","134.86","127.1","125.4","109.88","57.55","45.0"
"62","1964","20","Telangana","Karimnagar","99.78","133.12","129.85","125.14","90.34","61.47","43.52"
"62","1965","20","Telangana","Karimnagar","109.79","142.0","125.64","128.58","81.27","53.23","36.47"
"62","1966","20","Telangana","Karimnagar","58.83","139.56","129.71","129.38","92.12","69.13","75.53"
"62","1967","20","Telangana","Karimnagar","157.01","134.49","129.58","124.81","76.23","50.69","74.28"
"62","1968","20","Telangana","Karimnagar","92.6","136.13","56.69","125.71","84.08","52.91","36.2"
"62","1969","20","Telangana","Karimnagar","140.56","137.22","122.89","124.86","85.59","76.4","56.98"
"62","1970","20","Telangana","Karimnagar","172.93","129.61","125.97","124.95","80.28","51.17","36.11"
"62","1971","20","Telangana","Karimnagar","139.67","95.83","123.04","124.36","95.67","9.13","6.73"
"62","1972","20","Telangana","Karimnagar","129.16","134.35","90.48","74.45","36.65","43.66","5.79"
"62","1973","20","Telangana","Karimnagar","114.81","140.05","129.48","119.06","119.85","65.98","51.23"
"62","1974","20","Telangana","Karimnagar","111.91","126.81","129.21","124.81","120.95","33.03","14.42"
"62","1975","20","Telangana","Karimnagar","119.54","129.98","127.48","121.07","114.23","63.29","47.04"
"62","1976","20","Telangana","Karimnagar","70.42","130.51","125.54","123.06","79.4","61.04","37.47"
"62","1977","20","Telangana","Karimnagar","97.53","133.25","127.5","106.79","69.09","65.2","27.6"
"62","1978","20","Telangana","Karimnagar","188.37","130.65","128.27","124.43","89.66","68.63","43.21"
"62","1979","20","Telangana","Karimnagar","121.51","125.98","114.69","124.06","71.16","61.41","31.05"
"62","1980","20","Telangana","Karimnagar","179.16","133.12","126.31","126.72","73.24","44.66","40.6"
"62","1981","20","Telangana","Karimnagar","189.44","133.15","127.39","123.12","88.27","54.67","43.72"
"62","1982","20","Telangana","Karimnagar","112.18","135.57","129.45","124.5","109.66","68.0","48.33"
"62","1983","20","Telangana","Karimnagar","137.03","132.84","126.55","121.96","120.1","64.33","60.26"
"62","1984","20","Telangana","Karimnagar","101.23","131.12","107.67","124.45","93.28","49.73","37.35"
"62","1985","20","Telangana","Karimnagar","161.38","130.97","120.84","100.11","94.77","30.48","34.23"
"62","1986","20","Telangana","Karimnagar","166.41","138.19","128.85","107.76","66.46","53.08","48.52"
"62","1987","20","Telangana","Karimnagar","104.93","138.07","129.35","103.75","95.18","62.54","33.24"
