"Dist Code","Year","State Code","State Name","Dist Name","JUNE WATER DEFICIT (Millimeters)","JULY WATER DEFICIT (Millimeters)","AUGUST WATER DEFICIT (Millimeters)","OCTOBER WATER DEFICIT (Millimeters)","NOVEMBER WATER DEFICIT (Millimeters)","DECEMBER WATER DEFICIT (Millimeters)"
"1","1958","14","Chhattisgarh","Durg","81.6","0.0","0.0","0.0","12.9","37.33"
"1","1959","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","18.76","37.46"
"1","1960","14","Chhattisgarh","Durg","6.76","0.0","0.0","0.0","17.66","38.36"
"1","1961","14","Chhattisgarh","Durg","1.52","0.0","0.0","0.0","11.91","34.73"
"1","1962","14","Chhattisgarh","Durg","87.34","0.0","0.0","0.0","39.94","41.96"
"1","1963","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","14.48","37.62"
"1","1964","14","Chhattisgarh","Durg","159.36","282.89","490.97","231.82","43.23","0.37"
"1","1965","14","Chhattisgarh","Durg","174.3","280.3","166.4","278.58","6.79","0.0"
"1","1966","14","Chhattisgarh","Durg","121.51","452.65","253.67","245.37","8.45","5.61"
"1","1967","14","Chhattisgarh","Durg","206.98","464.88","256.95","134.29","6.68","0.0"
"1","1968","14","Chhattisgarh","Durg","142.2","404.21","181.39","419.42","18.61","0.36"
"1","1969","14","Chhattisgarh","Durg","78.2","0.0","0.0","0.0","38.54","45.43"
"1","1970","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","40.42","41.95"
"1","1971","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","6.03","33.19"
"1","1972","14","Chhattisgarh","Durg","58.41","0.0","0.0","0.7","35.54","40.23"
"1","1973","14","Chhattisgarh","Durg","84.47","0.0","0.0","0.0","0.0","32.93"
"1","1974","14","Chhattisgarh","Durg","15.22","0.0","0.0","10.81","0.0","32.41"
"1","1975","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","0.39","32.45"
"1","1976","14","Chhattisgarh","Durg","87.05","0.0","0.0","0.0","42.6","45.38"
"1","1977","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","29.55","40.15"
"1","1978","14","Chhattisgarh","Durg","0.46","0.0","0.0","0.92","37.19","43.23"
"1","1979","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","34.42","44.32"
"1","1980","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","40.97","45.86"
"1","1981","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","33.17","41.7"
"1","1982","14","Chhattisgarh","Durg","11.92","0.0","0.0","0.0","28.35","41.26"
"1","1983","14","Chhattisgarh","Durg","19.54","0.0","0.0","0.0","21.57","38.76"
"1","1984","14","Chhattisgarh","Durg","60.22","0.0","0.0","12.68","33.08","43.14"
"1","1985","14","Chhattisgarh","Durg","0.03","0.0","0.0","0.0","0.4","33.4"
"1","1986","14","Chhattisgarh","Durg","0.13","0.0","0.0","0.0","36.86","41.62"
"1","1987","14","Chhattisgarh","Durg","61.55","0.0","0.0","0.0","26.62","40.16"
"1","1988","14","Chhattisgarh","Durg","4.13","0.0","0.0","0.0","31.58","39.87"
"1","1989","14","Chhattisgarh","Durg","6.98","0.0","0.0","0.0","38.09","43.41"
"1","1990","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","9.49","38.25"
"1","1991","14","Chhattisgarh","Durg","0.22","0.0","0.0","0.07","34.0","41.52"
"1","1992","14","Chhattisgarh","Durg","86.42","0.0","0.0","0.0","32.8","41.66"
"1","1993","14","Chhattisgarh","Durg","28.29","0.0","0.0","0.0","19.02","39.17"
"1","1994","14","Chhattisgarh","Durg","5.14","0.0","0.0","0.0","12.77","38.03"
"1","1995","14","Chhattisgarh","Durg","61.39","0.0","0.0","0.0","26.82","45.68"
"1","1996","14","Chhattisgarh","Durg","72.3","0.0","0.0","0.0","24.59","40.22"
"1","1997","14","Chhattisgarh","Durg","108.23","0.0","0.0","0.0","24.75","39.14"
"1","1998","14","Chhattisgarh","Durg","55.52","0.0","0.0","0.0","17.55","37.3"
"1","1999","14","Chhattisgarh","Durg","38.07","0.0","0.0","0.0","16.47","38.04"
"1","2000","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","39.3","44.84"
"1","2001","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.98","10.55","37.17"
"1","2002","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","32.65","41.93"
"1","2003","14","Chhattisgarh","Durg","57.21","0.0","0.0","0.0","14.8","36.38"
"1","2004","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","28.37","39.19"
"1","2005","14","Chhattisgarh","Durg","20.49","0.0","0.0","0.0","11.13","34.42"
"1","2006","14","Chhattisgarh","Durg","59.14","0.0","0.0","0.0","40.53","43.27"
"1","2007","14","Chhattisgarh","Durg","0.33","0.0","0.0","0.0","32.86","39.71"
"1","2008","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","33.85","42.59"
"1","2009","14","Chhattisgarh","Durg","85.57","0.0","0.0","0.0","22.91","38.11"
"1","2010","14","Chhattisgarh","Durg","41.16","0.0","0.0","0.0","25.28","39.58"
"1","2011","14","Chhattisgarh","Durg","1.88","0.0","0.0","0.0","39.8","42.91"
"1","2012","14","Chhattisgarh","Durg","70.2","0.0","0.0","0.0","35.92","40.63"
"1","2013","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","0.05","31.88"
"1","2014","14","Chhattisgarh","Durg","69.24","0.0","0.0","0.0","34.14","41.21"
"1","2015","14","Chhattisgarh","Durg","0.0","0.0","0.0","0.0","38.76","43.82"
"2","1958","14","Chhattisgarh","Bastar","87.5","0.0","0.0","0.0","0.0","27.43"
"2","1959","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","3.2","34.27"
"2","1960","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","3.79","34.68"
"2","1961","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","0.0","24.5"
"2","1962","14","Chhattisgarh","Bastar","32.84","0.0","0.0","0.0","11.0","31.2"
"2","1963","14","Chhattisgarh","Bastar","12.16","0.0","0.0","0.0","0.0","34.64"
"2","1964","14","Chhattisgarh","Bastar","130.51","268.56","488.18","397.19","108.21","7.27"
"2","1965","14","Chhattisgarh","Bastar","121.06","479.38","302.82","269.66","12.42","1.08"
"2","1966","14","Chhattisgarh","Bastar","125.36","396.26","363.99","266.6","36.58","21.86"
"2","1967","14","Chhattisgarh","Bastar","219.28","421.25","323.55","217.0","22.29","0.13"
"2","1968","14","Chhattisgarh","Bastar","154.17","373.1","103.7","369.83","85.34","15.53"
"2","1969","14","Chhattisgarh","Bastar","18.55","0.0","0.0","0.0","14.86","27.6"
"2","1970","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","30.41","42.9"
"2","1971","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","10.91","35.94"
"2","1972","14","Chhattisgarh","Bastar","23.51","0.0","0.0","0.0","11.09","20.56"
"2","1973","14","Chhattisgarh","Bastar","0.63","0.0","0.0","0.0","0.0","33.6"
"2","1974","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","0.0","28.98"
"2","1975","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","0.0","32.2"
"2","1976","14","Chhattisgarh","Bastar","69.13","0.0","0.0","0.0","36.35","28.09"
"2","1977","14","Chhattisgarh","Bastar","3.18","0.0","0.0","0.04","22.27","14.27"
"2","1978","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","25.91","30.97"
"2","1979","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","18.69","32.14"
"2","1980","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","27.32","41.67"
"2","1981","14","Chhattisgarh","Bastar","1.0","0.0","0.0","0.0","26.56","41.44"
"2","1982","14","Chhattisgarh","Bastar","5.66","0.0","0.0","0.0","8.89","29.94"
"2","1983","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","7.76","35.54"
"2","1984","14","Chhattisgarh","Bastar","1.06","0.0","0.0","0.0","22.05","39.74"
"2","1985","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","0.0","33.61"
"2","1986","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","28.55","21.48"
"2","1987","14","Chhattisgarh","Bastar","45.48","0.0","0.0","4.96","16.27","33.37"
"2","1988","14","Chhattisgarh","Bastar","23.98","0.0","0.0","0.0","27.14","39.49"
"2","1989","14","Chhattisgarh","Bastar","3.21","0.0","0.0","0.0","33.34","45.08"
"2","1990","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","0.0","30.23"
"2","1991","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","11.93","17.49"
"2","1992","14","Chhattisgarh","Bastar","26.93","0.0","0.0","0.0","23.87","29.94"
"2","1993","14","Chhattisgarh","Bastar","20.66","0.0","0.0","0.0","0.0","35.07"
"2","1994","14","Chhattisgarh","Bastar","40.1","0.0","0.0","0.0","6.78","31.4"
"2","1995","14","Chhattisgarh","Bastar","25.28","0.0","0.0","0.0","0.0","35.56"
"2","1996","14","Chhattisgarh","Bastar","1.68","0.0","0.0","0.0","14.69","37.78"
"2","1997","14","Chhattisgarh","Bastar","97.49","0.0","0.0","0.0","31.75","20.44"
"2","1998","14","Chhattisgarh","Bastar","20.21","0.0","0.0","0.0","0.0","11.11"
"2","1999","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","14.18","38.55"
"2","2000","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","32.57","45.17"
"2","2001","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","10.0","23.79"
"2","2002","14","Chhattisgarh","Bastar","1.01","0.0","0.0","9.4","30.35","44.56"
"2","2003","14","Chhattisgarh","Bastar","102.77","0.0","0.0","0.0","0.0","33.37"
"2","2004","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","1.5","32.4"
"2","2005","14","Chhattisgarh","Bastar","31.59","0.0","0.0","0.0","0.0","31.54"
"2","2006","14","Chhattisgarh","Bastar","52.63","0.0","0.0","0.0","32.28","15.71"
"2","2007","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","8.5","34.61"
"2","2008","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","36.16","43.9"
"2","2009","14","Chhattisgarh","Bastar","81.21","0.0","0.0","0.0","21.29","36.17"
"2","2010","14","Chhattisgarh","Bastar","1.22","0.0","0.0","0.0","0.0","16.07"
"2","2011","14","Chhattisgarh","Bastar","64.14","0.0","0.0","0.0","39.37","45.95"
"2","2012","14","Chhattisgarh","Bastar","41.79","0.0","0.0","0.0","23.29","31.24"
"2","2013","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","0.0","31.43"
"2","2014","14","Chhattisgarh","Bastar","48.7","0.0","0.0","0.0","13.32","36.25"
"2","2015","14","Chhattisgarh","Bastar","0.0","0.0","0.0","0.0","36.13","45.09"
"3","1958","14","Chhattisgarh","Raipur","78.83","0.0","0.0","0.0","13.19","36.78"
"3","1959","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","18.2","36.86"
"3","1960","14","Chhattisgarh","Raipur","1.24","0.0","0.0","0.0","18.01","38.17"
"3","1961","14","Chhattisgarh","Raipur","0.09","0.0","0.0","0.0","12.3","34.58"
"3","1962","14","Chhattisgarh","Raipur","73.14","0.0","0.0","0.0","39.35","41.22"
"3","1963","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","13.16","37.1"
"3","1964","14","Chhattisgarh","Raipur","167.52","317.8","526.8","226.69","45.49","0.69"
"3","1965","14","Chhattisgarh","Raipur","177.59","322.11","188.53","267.1","7.07","0.0"
"3","1966","14","Chhattisgarh","Raipur","134.39","481.08","279.65","226.26","8.96","6.93"
"3","1967","14","Chhattisgarh","Raipur","219.07","495.39","302.32","141.13","7.32","0.0"
"3","1968","14","Chhattisgarh","Raipur","149.25","442.71","196.46","394.09","20.08","0.57"
"3","1969","14","Chhattisgarh","Raipur","73.66","0.0","0.0","0.0","37.97","44.18"
"3","1970","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","39.94","41.45"
"3","1971","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","9.61","33.92"
"3","1972","14","Chhattisgarh","Raipur","53.52","0.0","0.0","0.05","34.01","38.61"
"3","1973","14","Chhattisgarh","Raipur","67.95","0.0","0.0","0.0","0.0","32.79"
"3","1974","14","Chhattisgarh","Raipur","5.69","0.0","0.0","10.6","0.0","32.25"
"3","1975","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","0.71","32.54"
"3","1976","14","Chhattisgarh","Raipur","82.07","0.0","0.0","0.0","42.43","43.64"
"3","1977","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","29.27","37.68"
"3","1978","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.13","36.67","41.51"
"3","1979","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","33.66","42.61"
"3","1980","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","40.29","44.85"
"3","1981","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","34.09","41.44"
"3","1982","14","Chhattisgarh","Raipur","9.05","0.0","0.0","0.0","28.34","40.42"
"3","1983","14","Chhattisgarh","Raipur","7.21","0.0","0.0","0.0","21.83","38.56"
"3","1984","14","Chhattisgarh","Raipur","43.41","0.0","0.0","10.9","33.01","42.31"
"3","1985","14","Chhattisgarh","Raipur","0.06","0.0","0.0","0.0","1.13","33.63"
"3","1986","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","35.69","39.41"
"3","1987","14","Chhattisgarh","Raipur","70.27","0.0","0.0","0.0","27.56","39.21"
"3","1988","14","Chhattisgarh","Raipur","0.93","0.0","0.0","0.0","31.85","39.46"
"3","1989","14","Chhattisgarh","Raipur","0.01","0.0","0.0","0.0","37.36","42.33"
"3","1990","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","11.71","37.94"
"3","1991","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","32.48","39.37"
"3","1992","14","Chhattisgarh","Raipur","75.12","0.0","0.0","0.0","32.25","40.54"
"3","1993","14","Chhattisgarh","Raipur","21.73","0.0","0.0","0.0","20.8","38.89"
"3","1994","14","Chhattisgarh","Raipur","0.92","0.0","0.0","0.0","16.3","38.09"
"3","1995","14","Chhattisgarh","Raipur","61.79","0.0","0.0","0.0","24.85","43.76"
"3","1996","14","Chhattisgarh","Raipur","39.34","0.0","0.0","0.0","26.93","40.23"
"3","1997","14","Chhattisgarh","Raipur","100.19","0.0","0.0","0.0","28.68","38.7"
"3","1998","14","Chhattisgarh","Raipur","43.63","0.0","0.0","0.0","15.25","35.15"
"3","1999","14","Chhattisgarh","Raipur","15.78","0.0","0.0","0.0","20.62","38.62"
"3","2000","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","39.16","43.82"
"3","2001","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.96","14.62","37.35"
"3","2002","14","Chhattisgarh","Raipur","0.33","0.0","0.0","0.0","32.47","40.6"
"3","2003","14","Chhattisgarh","Raipur","53.96","0.0","0.0","0.0","9.48","34.77"
"3","2004","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","26.62","37.97"
"3","2005","14","Chhattisgarh","Raipur","21.77","0.0","0.0","0.0","12.24","34.26"
"3","2006","14","Chhattisgarh","Raipur","43.17","0.0","0.0","0.0","40.29","41.45"
"3","2007","14","Chhattisgarh","Raipur","0.45","0.0","0.0","0.0","31.96","38.83"
"3","2008","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","35.25","41.83"
"3","2009","14","Chhattisgarh","Raipur","90.34","0.0","0.0","0.0","25.03","37.7"
"3","2010","14","Chhattisgarh","Raipur","31.45","0.0","0.0","0.0","24.45","38.09"
"3","2011","14","Chhattisgarh","Raipur","0.36","0.0","0.0","0.0","38.6","41.51"
"3","2012","14","Chhattisgarh","Raipur","62.75","0.0","0.0","0.0","36.28","39.41"
"3","2013","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","0.62","32.0"
"3","2014","14","Chhattisgarh","Raipur","56.39","0.0","0.0","0.0","32.83","40.32"
"3","2015","14","Chhattisgarh","Raipur","0.0","0.0","0.0","0.0","38.01","42.48"
"5","1958","14","Chhattisgarh","Raigarh","42.24","0.0","0.0","0.0","12.54","41.62"
"5","1959","14","Chhattisgarh","Raigarh","18.91","0.0","0.0","0.0","2.3","34.34"
"5","1960","14","Chhattisgarh","Raigarh","7.6","0.0","0.0","0.0","10.54","39.31"
"5","1961","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","6.86","37.35"
"5","1962","14","Chhattisgarh","Raigarh","13.22","0.0","0.0","0.0","24.63","42.41"
"5","1963","14","Chhattisgarh","Raigarh","3.88","0.0","0.0","0.0","7.17","39.67"
"5","1964","14","Chhattisgarh","Raigarh","346.87","976.98","840.78","360.2","150.63","8.74"
"5","1965","14","Chhattisgarh","Raigarh","320.1","1253.16","697.83","182.53","16.25","4.05"
"5","1966","14","Chhattisgarh","Raigarh","291.02","905.64","289.62","247.43","21.18","14.84"
"5","1967","14","Chhattisgarh","Raigarh","437.9","1232.84","599.42","319.24","49.99","1.4"
"5","1968","14","Chhattisgarh","Raigarh","202.64","955.62","407.51","276.19","86.5","4.19"
"5","1969","14","Chhattisgarh","Raigarh","32.69","0.0","0.0","0.0","37.74","47.03"
"5","1970","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","16.1","41.63"
"5","1971","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","17.63","42.19"
"5","1972","14","Chhattisgarh","Raigarh","46.23","0.0","0.0","0.08","31.25","39.89"
"5","1973","14","Chhattisgarh","Raigarh","27.35","0.0","0.0","0.0","4.61","38.87"
"5","1974","14","Chhattisgarh","Raigarh","27.18","0.0","0.0","0.0","2.53","37.56"
"5","1975","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","4.26","36.7"
"5","1976","14","Chhattisgarh","Raigarh","47.4","0.0","0.0","0.0","41.38","43.98"
"5","1977","14","Chhattisgarh","Raigarh","0.84","0.0","0.0","0.0","20.78","29.68"
"5","1978","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","21.83","39.03"
"5","1979","14","Chhattisgarh","Raigarh","3.31","0.0","0.0","0.0","34.68","29.19"
"5","1980","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","35.99","48.3"
"5","1981","14","Chhattisgarh","Raigarh","24.26","0.0","0.0","0.0","25.1","41.52"
"5","1982","14","Chhattisgarh","Raigarh","9.36","0.0","0.0","0.0","29.91","30.6"
"5","1983","14","Chhattisgarh","Raigarh","18.41","0.0","0.0","0.0","4.34","38.48"
"5","1984","14","Chhattisgarh","Raigarh","0.98","0.0","0.0","0.0","18.09","41.35"
"5","1985","14","Chhattisgarh","Raigarh","13.77","0.0","0.0","0.0","0.03","33.23"
"5","1986","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.22","37.62","44.38"
"5","1987","14","Chhattisgarh","Raigarh","54.36","0.0","0.0","3.5","13.29","40.43"
"5","1988","14","Chhattisgarh","Raigarh","0.07","0.0","0.0","0.0","15.59","41.32"
"5","1989","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","28.2","45.33"
"5","1990","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","9.32","38.4"
"5","1991","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","37.3","47.4"
"5","1992","14","Chhattisgarh","Raigarh","36.03","0.0","0.0","0.0","21.29","43.27"
"5","1993","14","Chhattisgarh","Raigarh","20.61","0.0","0.0","0.0","10.9","39.6"
"5","1994","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.01","10.63","40.55"
"5","1995","14","Chhattisgarh","Raigarh","50.31","0.0","0.0","0.0","11.67","42.62"
"5","1996","14","Chhattisgarh","Raigarh","0.02","0.0","0.0","0.0","10.1","39.92"
"5","1997","14","Chhattisgarh","Raigarh","43.18","0.0","0.0","0.0","36.63","40.54"
"5","1998","14","Chhattisgarh","Raigarh","24.63","0.0","0.0","0.0","1.55","32.13"
"5","1999","14","Chhattisgarh","Raigarh","0.56","0.0","0.0","0.0","13.77","40.66"
"5","2000","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","31.66","45.97"
"5","2001","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","1.49","9.51","38.07"
"5","2002","14","Chhattisgarh","Raigarh","33.27","0.0","0.0","0.03","30.01","46.1"
"5","2003","14","Chhattisgarh","Raigarh","19.57","0.0","0.0","0.0","11.67","41.49"
"5","2004","14","Chhattisgarh","Raigarh","5.94","0.0","0.0","0.0","21.91","40.46"
"5","2005","14","Chhattisgarh","Raigarh","23.31","0.0","0.0","0.0","16.95","39.92"
"5","2006","14","Chhattisgarh","Raigarh","1.96","0.0","0.0","0.0","19.35","36.85"
"5","2007","14","Chhattisgarh","Raigarh","9.43","0.0","0.0","0.0","38.59","47.81"
"5","2008","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","35.62","47.77"
"5","2009","14","Chhattisgarh","Raigarh","57.63","0.0","0.0","0.0","13.53","19.13"
"5","2010","14","Chhattisgarh","Raigarh","18.11","0.0","0.0","0.0","12.33","29.79"
"5","2011","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","15.56","39.96"
"5","2012","14","Chhattisgarh","Raigarh","18.66","0.0","0.0","0.0","17.95","38.05"
"5","2013","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","5.73","36.91"
"5","2014","14","Chhattisgarh","Raigarh","37.87","0.0","0.0","0.0","20.41","39.25"
"5","2015","14","Chhattisgarh","Raigarh","0.0","0.0","0.0","0.0","18.85","35.09"
"6","1958","14","Chhattisgarh","Surguja","77.01","0.0","0.0","0.0","2.38","30.16"
"6","1959","14","Chhattisgarh","Surguja","57.11","0.0","0.0","0.0","0.39","29.64"
"6","1960","14","Chhattisgarh","Surguja","22.93","0.0","0.0","0.0","19.0","34.27"
"6","1961","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","9.02","30.39"
"6","1962","14","Chhattisgarh","Surguja","16.42","0.0","0.0","0.0","28.92","36.25"
"6","1963","14","Chhattisgarh","Surguja","0.01","0.0","0.0","0.0","0.83","31.23"
"6","1964","14","Chhattisgarh","Surguja","217.66","499.21","603.5","247.24","52.49","9.32"
"6","1965","14","Chhattisgarh","Surguja","67.94","421.06","286.0","225.33","32.0","0.06"
"6","1966","14","Chhattisgarh","Surguja","294.69","215.6","263.37","107.53","9.59","13.16"
"6","1967","14","Chhattisgarh","Surguja","158.64","443.99","761.9","298.31","13.53","0.09"
"6","1968","14","Chhattisgarh","Surguja","172.56","376.41","383.43","159.76","45.75","1.36"
"6","1969","14","Chhattisgarh","Surguja","45.07","0.0","0.0","0.0","35.75","36.81"
"6","1970","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","25.93","35.96"
"6","1971","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","2.53","29.72"
"6","1972","14","Chhattisgarh","Surguja","100.05","0.0","0.0","0.0","3.91","26.32"
"6","1973","14","Chhattisgarh","Surguja","25.3","0.0","0.0","0.0","0.53","29.47"
"6","1974","14","Chhattisgarh","Surguja","66.1","0.0","0.0","0.01","6.69","30.53"
"6","1975","14","Chhattisgarh","Surguja","0.26","0.0","0.0","0.0","10.48","31.82"
"6","1976","14","Chhattisgarh","Surguja","82.94","0.0","0.0","0.0","37.24","39.5"
"6","1977","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","15.29","27.12"
"6","1978","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","21.41","35.82"
"6","1979","14","Chhattisgarh","Surguja","0.04","0.0","0.0","0.0","31.33","33.28"
"6","1980","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","32.84","38.97"
"6","1981","14","Chhattisgarh","Surguja","50.11","0.0","0.0","0.0","36.73","37.82"
"6","1982","14","Chhattisgarh","Surguja","16.3","0.0","0.0","0.0","22.82","32.82"
"6","1983","14","Chhattisgarh","Surguja","41.46","0.0","0.0","0.0","2.2","31.01"
"6","1984","14","Chhattisgarh","Surguja","0.02","0.0","0.0","0.0","28.23","36.87"
"6","1985","14","Chhattisgarh","Surguja","35.65","0.0","0.0","0.0","0.0","30.45"
"6","1986","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","30.4","34.01"
"6","1987","14","Chhattisgarh","Surguja","103.28","0.0","0.0","0.0","20.5","32.53"
"6","1988","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","28.64","36.96"
"6","1989","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","27.43","34.76"
"6","1990","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","20.4","36.27"
"6","1991","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","31.91","34.77"
"6","1992","14","Chhattisgarh","Surguja","87.1","0.0","0.0","0.0","27.8","36.59"
"6","1993","14","Chhattisgarh","Surguja","69.56","0.0","0.0","0.0","20.32","32.02"
"6","1994","14","Chhattisgarh","Surguja","0.0","0.0","0.0","4.35","10.54","33.17"
"6","1995","14","Chhattisgarh","Surguja","96.11","0.0","0.0","0.0","28.82","38.44"
"6","1996","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.01","4.08","31.35"
"6","1997","14","Chhattisgarh","Surguja","91.89","0.0","0.0","0.0","30.8","31.36"
"6","1998","14","Chhattisgarh","Surguja","69.76","0.0","0.0","0.0","2.45","26.58"
"6","1999","14","Chhattisgarh","Surguja","1.2","0.0","0.0","0.0","26.76","36.4"
"6","2000","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","38.46","39.81"
"6","2001","14","Chhattisgarh","Surguja","0.0","0.0","0.0","12.67","14.42","36.41"
"6","2002","14","Chhattisgarh","Surguja","90.6","0.0","0.0","0.0","15.2","32.88"
"6","2003","14","Chhattisgarh","Surguja","39.59","0.0","0.0","0.0","2.82","30.57"
"6","2004","14","Chhattisgarh","Surguja","0.55","0.0","0.0","0.04","27.22","35.34"
"6","2005","14","Chhattisgarh","Surguja","44.33","0.0","0.0","0.0","28.41","35.33"
"6","2006","14","Chhattisgarh","Surguja","0.52","0.0","0.0","0.06","37.17","37.91"
"6","2007","14","Chhattisgarh","Surguja","18.94","0.0","0.0","0.0","35.38","37.71"
"6","2008","14","Chhattisgarh","Surguja","0.0","0.0","0.0","3.37","37.19","39.02"
"6","2009","14","Chhattisgarh","Surguja","112.13","0.0","0.0","0.0","24.1","32.7"
"6","2010","14","Chhattisgarh","Surguja","50.31","0.0","0.0","0.12","26.37","35.31"
"6","2011","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","24.94","35.37"
"6","2012","14","Chhattisgarh","Surguja","24.93","0.0","0.0","0.0","34.36","34.22"
"6","2013","14","Chhattisgarh","Surguja","0.0","0.0","0.0","0.0","4.03","28.88"
"6","2014","14","Chhattisgarh","Surguja","35.12","0.0","0.0","0.0","23.23","33.84"
"6","2015","14","Chhattisgarh","Surguja","0.0","0.0","0.0","3.15","28.34","35.94"
"7","1958","6","Madhya Pradesh","Jabalpur","125.88","0.0","0.0","0.0","13.92","29.08"
"7","1959","6","Madhya Pradesh","Jabalpur","73.06","0.0","0.0","0.0","24.11","37.41"
"7","1960","6","Madhya Pradesh","Jabalpur","102.98","0.0","0.0","8.74","18.82","38.95"
"7","1961","6","Madhya Pradesh","Jabalpur","81.93","0.0","0.0","0.0","15.02","30.42"
